,age_ratings,aggregated_rating,aggregated_rating_count,alternative_names,artworks,bundles,category,collection,cover,created_at,dlcs,expansions,external_games,first_release_date,franchise,franchises,game_engines,game_modes,genres,hypes,id,involved_companies,keywords,multiplayer_modes,name,parent_game,platforms,player_perspectives,popularity,pulse_count,rating,rating_count,release_dates,screenshots,similar_games,slug,standalone_expansions,status,storyline,summary,tags,themes,time_to_beat,total_rating,total_rating_count,updated_at,url,version_parent,version_title,videos,websites
40,,,,,,,0,,,1505779200,,,,1546214400.0,1008.0,[1008],,"[1, 2]","[10, 33]",,68312,[54450],,,Arcade Archives: Vs. Excitebike,,[130],[4],1.674237019177543,1.0,,,[131896],,"[27378, 87170, 87728, 90788, 90965, 99307, 100934, 103018, 107196, 109292]",arcade-archives-vs-excitebike,,,,,"[268435466, 268435489]",,,,,1515456000,https://www.igdb.com/games/arcade-archives-vs-excitebike,41296.0,Arcade Archives,,
41,"[24456, 24457]",,,[23100],,,0,583.0,72977.0,1537401600,,,,1550707200.0,,,,[1],"[8, 31, 33]",,109597,"[70316, 70317]","[1059, 4967]",,SEGA AGES ALEX KIDD IN MIRACLE WORLD,,[130],[4],1.0,7.0,77.0,0.0,"[167560, 167561, 167562]","[297249, 297250, 297251, 297252, 297253, 297254, 297255, 297256, 297257, 297258]","[28070, 29032, 55984, 81249, 96217, 101608, 106987, 113360, 116681, 119171]",sega-ages-alex-kidd-in-miracle-world,,,,"A classic arcade platformer returns in SEGA AGES Alex Kidd for Nintendo Switch. 
 
Over three decades since its humble beginnings, Alex Kidd is back to smash rocks, collect items, and play Rock, Paper, Scissors with evil henchmen! The beloved boy martial artist must traverse the kingdom of Radaxian to face off against evil villain Janken the Great. Does he have what it takes to save the kingdom, or will all be lost to evil? 
 
Featuring a new ranking system, AGES mode rewind option, two Time-Attack challenge modes, and more!","[1, 17, 268435464, 268435487, 268435489, 536871971, 536875879]","[1, 17]",,77.0,0.0,1554336000,https://www.igdb.com/games/sega-ages-alex-kidd-in-miracle-world,26778.0,SEGA AGES,[26132],[104101]
42,,,,,,,0,,66481.0,1528070400,,,[1728371],1528934400.0,,,,[1],[32],,103198,,,,Chameleon Run Deluxe Edition,,[130],,1.668604802481924,,93.0,0.0,[173897],"[214292, 214293, 214294, 214295, 214296]","[8367, 74127, 75948, 81275, 102420, 108778, 111130, 113895, 120028, 121309]",chameleon-run-deluxe-edition,,,,"Deluxe Edition features a handful of new courses, and even a fourth additional challenge to complete for each level.",[268435488],,,93.0,0.0,1568073600,https://www.igdb.com/games/chameleon-run-deluxe-edition,58656.0,Deluxe Edition,,[116160]
43,,,,[24256],,,0,,82514.0,1554681600,,,,1579737600.0,,,,"[1, 3]","[5, 33]",,117158,"[77131, 93843]",[1679],,SEGA AGES FANTASY ZONE,,[130],[4],2.337346481468469,2.0,,,[190468],"[374618, 374619, 374620]","[19164, 22792, 26950, 55038, 105269, 107318, 111187, 113114, 113362, 120268]",sega-ages-fantasy-zone,,,,"The Fantasy Zone is a solar system consisting of eight brightly colored, fantastic planets. The evil Menons are trying to take over all of the planets in the Fantasy Zone by using misappropriated foreign currency to build their forces. It is the player's job to recover all of the coins and save the solar system!. 
 
This version is for Nintendo Switch.","[17, 18, 268435461, 268435489, 536872591]","[17, 18]",,,,1583366400,https://www.igdb.com/games/sega-ages-fantasy-zone,6684.0,SEGA AGES,,[104231]
44,[23778],,,,,,0,,70413.0,1545955200,,,,1546473600.0,,,,"[1, 2]",[9],,113471,[72483],,,Mentori Puzzle,,[130],[4],1.0,,,,[162771],"[269491, 269492, 269493, 269494, 269495, 269496]","[10603, 19222, 21452, 41349, 80174, 87507, 88511, 90788, 95776, 113253]",mentori-puzzle,,,,"Puzzle game featuring the popular Mentori characters. Use the ""Hiyoko Ball"" anytime to easily make combos. Easy to pick up for newcomers to the genre. Progress the ""Story"" to collect Photos and have fun with Mentori 4-Box Manga.",[268435465],,,,,1548115200,https://www.igdb.com/games/mentori-puzzle,,,,[98579]
45,[20647],,,,,,0,694.0,58423.0,1516320000,,,,1516233600.0,1008.0,[1008],,"[1, 2]",[33],,82391,[60235],[617],,Arcade Archives DOUBLE DRAGON,,[130],[4],1.0,1.0,,,[135805],"[146009, 146010, 146011, 146012, 146013, 151929, 151930, 151931, 151932, 151933, 151934]","[15851, 76253, 87668, 87728, 89025, 90965, 96393, 100800, 115456, 115662]",arcade-archives-double-dragon,,,,Twin brothers fight their way into armed gang territories to save the damsel in distress!,"[1, 268435489, 536871529]",[1],,,,1540080000,https://www.igdb.com/games/arcade-archives-double-dragon,6787.0,Arcade Archives,,
46,,,,,,,0,,44079.0,1508976000,,,,1511222400.0,,,,,,,74972,[60962],,,Gear Club Unlimited,,[130],,1.0,2.0,77.0,2.0,"[128843, 139798]","[133555, 133556, 133557, 133558, 133559, 159984, 159985, 159986, 159987, 159988, 159989]",,gear-club-unlimited,,,,"More than just a race, an authentic cars universe! 
 
For the first time on Nintendo Switch, drive through an authentic world of cars with Gear.Club Unlimited. Get behind the wheel of the most incredible cars from the most prestigious manufacturers. 
 
Race through over 400 challenging races. Learn to master the controls of the world's fastest supercars and collect them in your garage: you can customize and tune them across the numerous workshops, then take them to the race track for the win! 
 
Challenge your friends, competing among up to 4 players on the same screen, or beat their times online.",,,,77.0,2.0,1518048000,https://www.igdb.com/games/gear-club-unlimited,,,[16655],
47,,,,,,,0,,70362.0,1532908800,,,,1532563200.0,,,,,[9],,106351,[68378],,[9130],Piczle Lines DX 500 More Puzzles!,,[130],,1.0,,,,[162539],,"[19222, 41349, 80174, 86974, 87170, 87507, 88511, 89132, 90788, 95776]",piczle-lines-dx-500-more-puzzles,,,,Couldn't get enough of Piczle Lines DX? This is for you!,[268435465],,,,,1545696000,https://www.igdb.com/games/piczle-lines-dx-500-more-puzzles,,,,[86462]
48,,,,,,,0,,,1548115200,,,[1746853],1548288000.0,,,,,,,114180,[73451],,,Doodle God: Evolution,,[130],,1.668662846078171,2.0,,,[173882],,,doodle-god-evolution,,,,"Doodle God: Evolution is a unique edition of the well-known game that includes not only the classic Doodle God, but Doodle Farm as well.",,,,,,1565222400,https://www.igdb.com/games/doodle-god-evolution,,,,[98719]
49,"[16131, 16132]",,,,,,0,,45013.0,1512086400,,,,1512604800.0,,,,[1],"[9, 13, 15]",,76573,[58678],[1361],,ACORN Tactics,,[130],[3],1.44578216048949,,,,[130142],"[137442, 137443, 137444, 137445, 137446]",,acorn-tactics,,,,,,"[1, 18]",,,,1512086400,https://www.igdb.com/games/acorn-tactics,,,[16965],[63263]
50,[23630],80.0,1.0,,,,3,,69768.0,1541548800,,,,1543276800.0,,,,[1],"[13, 15]",,111817,"[71509, 71812]",,,This War of Mine: Complete Edition,,[130],[4],1.0,4.0,70.0,0.0,[161501],[268049],"[17613, 25311, 36258, 37419, 51577, 55077, 65827, 79134, 112754, 120998]",this-war-of-mine-complete-edition,,,,"In This War Of Mine you do not play as an elite soldier, rather a group of civilians trying to survive in a besieged city; struggling with lack of food, medicine and constant danger from snipers and hostile scavengers. The game provides an experience of war seen from an entirely new angle. 
 
The pace of This War of Mine is imposed by the day and night cycle. During the day snipers outside stop you from leaving your refuge, so you need to focus on maintaining your hideout: crafting, trading and taking care of your survivors. At night, take one of your civilians on a mission to scavenge through a set of unique locations for items that will help you stay alive. 
 
Make life-and-death decisions driven by your conscience. Try to protect everybody from your shelter or sacrifice some of them for longer-term survival. During war, there are no good or bad decisions; there is only survival. The sooner you realize that, the better.","[1, 268435469, 268435471]",[1],,75.0,1.0,1543363200,https://www.igdb.com/games/this-war-of-mine-complete-edition,7706.0,Complete Edition,,
51,[23062],72.2857142857143,8.0,[23159],,,0,5503.0,76688.0,1515628800,,,,1538006400.0,,,,[1],"[12, 31]",,81143,"[59857, 59858]","[78, 396]",,The World Ends With You: Final Remix,,[130],[4],1.0,63.0,54.8703005801637,5.0,"[154529, 156662, 156666]","[251351, 251352, 251353, 251354, 251355, 251356, 251357, 251358, 251359]","[28010, 57372, 78632, 80916, 81249, 96217, 101608, 105049, 106987, 119171]",the-world-ends-with-you-final-remix,,,,"Complete the mission...or face erasure. 
That's all Neku knows after regaining consciousness in the middle of a busy intersection without his memories. Now he and his partner must fight to survive a life-or-death game in this twisted tale with more turns than the urban labyrinth of Tokyo they're trapped in. This definitive version of Square Enix's RPG classic brings the dark story to life on the Nintendo Switch system along with a new scenario and some killer, new remixed music.","[1, 268435468, 268435487, 536870990, 536871308]",[1],,63.578007432939,13.0,1582329600,https://www.igdb.com/games/the-world-ends-with-you-final-remix,1343.0,Final Remix,"[20881, 21510, 22020]","[80518, 91244, 129080]"
52,,,,[9920],,,0,2966.0,31575.0,1504224000,,,[103138],1488499200.0,,,,,[9],,56339,,"[78, 2875]",,Soldam 2,,[130],,1.0,,,,"[115952, 119726]",,"[10603, 18011, 19222, 25222, 26223, 60044, 77498, 82953, 87507, 95776]",soldam-2,,,,"Sequel to the original Soldam, puzzle game with elements of Othello.","[268435465, 536870990, 536873787]",,,,,1516579200,https://www.igdb.com/games/soldam-2,,,,
53,[19988],,,,,,0,,55245.0,1514937600,,,[209316],1515369600.0,,,,[1],[15],,80003,[59605],,,Moorhuhn Knights & Castles,,[130],[4],1.445775230718781,,,,[145708],"[139996, 139997, 139998, 139999, 140000]","[25640, 34024, 56967, 95340, 107218, 113201, 113895, 118091, 119171, 120268]",moorhuhn-knights-and-castles,,,,A Moorhuhn tower defence game.,"[1, 268435471]",[1],,,,1518048000,https://www.igdb.com/games/moorhuhn-knights-and-castles,,,,
54,[22474],,,,,,0,,66261.0,1528416000,,,,1528416000.0,,,,[1],[9],,103268,[65443],[989],,Otto,,[130],[4],1.0,,,,[153600],"[213682, 213683, 213684, 213685, 213686]","[10225, 19222, 60044, 80174, 86974, 87507, 88511, 90766, 90788, 95776]",otto,,,,"Say hello to Otto, the laziest hamster to inhabit a virtual world!","[35, 268435465, 536871901]",[35],,,,1529280000,https://www.igdb.com/games/otto,,,,
55,[20402],65.0,1.0,,,,0,,57205.0,1515801600,,,[1300091],1518048000.0,,,,[1],"[5, 8, 33]",,81351,[59996],,,ATOMIK: RunGunJumpGun,,[130],[4],1.0,1.0,70.0,1.0,[137068],"[183417, 183418, 183419, 183420, 183421]","[1070, 10039, 103281, 103292, 103298, 103301, 105049, 106805, 115276, 120268]",atomik-rungunjumpgun,,,,"ATOMIK: RunGunJumpGun is a tough as nails 2D action platformer that puts a teeth-rattling, gravity-defying weapon in your hands. With a cast of crazed characters, simple but beautifully difficult gameplay, and a pulsing musical score, ATOMIK: RunGunJumpGun is a loud, trippy mess of twitchy platforming goodness.","[1, 268435461, 268435464, 268435489]",[1],,67.5,2.0,1574121600,https://www.igdb.com/games/atomik-rungunjumpgun,,,,
56,,,,,,,0,,,1513209600,,,,1546214400.0,,,,[1],"[12, 24, 31]",,78129,"[58998, 58999]",[6232],,Fallen Legion: Rise to Glory - Exemplary Edition,,[130],[4],1.447653495943425,,,,[131248],,,fallen-legion-rise-to-glory-exemplary-edition,,,"""Fallen Legion: Rise to Glory chronicles the story of Legatus Laendur and Princess Cecille. What side will you choose to decide the fate of Fenumia? 
 
Legatus Laendur, a brilliant tactician beloved by the people, fought on the front lines for the Fenumian Empire. But when he discovers why it is rotting from within, he vows to overthrow the royal family. Fenumia devoured his homeland - will you fight to reclaim it? 
 
Or, play as Princess Cecille (accompanied by a talking grimoire) on her journey home as she fights hordes of monsters and a coup led by Legatus Laendur. The fate of a crumbling empire is in your hands. Will you restore glory to Fenumia?""","""Exemplary Edition Includes: 
• Fallen Legion: Rise to Glory for Nintendo Switch 
• Official Hardcover Art Book 
• Official Soundtrack 
• Medallion of Honor 
• Collector's Box""",,"[1, 17, 39]",,,,1513209600,https://www.igdb.com/games/fallen-legion-rise-to-glory-exemplary-edition,78128.0,Exemplary Edition,,
57,[26328],,,,,,0,,84963.0,1561248000,,,[1835802],1561075200.0,,,,[1],"[15, 32, 33]",,120071,[87442],,,ZOMB,,[130],,1.0,,,,[179978],"[341828, 341829, 341830, 341831, 341832, 341833]","[22799, 25311, 25640, 37419, 65827, 102420, 111130, 113895, 118091, 120268]",zomb,,,,ZOMB is a first-person shooter game where the player must survive and save the World from Zombies. ZOMB is single player campaign game that will test your combat skills to the limit.,"[1, 268435471, 268435488, 268435489]",[1],,,,1575417600,https://www.igdb.com/games/zomb,,,,"[124699, 126279]"
58,,,,[22051],,,0,,,1523491200,,,,1523491200.0,,,,[1],,,96368,,[1011],,Logic Mahjong Souryu: Yonin Uchi / Sannin Uchi,,[130],[3],1.0,1.0,,,[151371],,,logic-mahjong-souryu-yonin-uchi-slash-sannin-uchi,,,,,,,,,,1523491200,https://www.igdb.com/games/logic-mahjong-souryu-yonin-uchi-slash-sannin-uchi,,,,
59,[21284],,,,,,0,,64260.0,1521590400,,,,1521676800.0,,,,"[1, 2]","[5, 33]",,95050,[63609],[1059],,Arcade Archives MOON PATROL,,[130],[4],1.0,1.0,77.0,0.0,[149479],"[203677, 203678, 203679, 203680, 203681, 203682]","[28029, 36950, 55038, 90099, 103276, 105269, 113111, 113362, 114795, 115456]",arcade-archives-moon-patrol,,,,MOON PATROL is a side-scrolling action-shooting game released by IREM in 1982.,"[1, 18, 268435461, 268435489, 536871971]","[1, 18]",,77.0,0.0,1523836800,https://www.igdb.com/games/arcade-archives-moon-patrol,12314.0,Arcade Archives,,
60,,,,,,,0,,62336.0,1503187200,,,[101591],1508371200.0,,,,,,,54959,[62928],,,Super Ping Pong Trick Shot,,[130],,1.0,,73.0,0.0,[143872],"[174932, 174933, 174934, 174935, 174936, 174937]",,super-ping-pong-trick-shot,,,,Try throwing a ball across a room filled with moving platforms and obstacles and into a cup!,,,,73.0,0.0,1520899200,https://www.igdb.com/games/super-ping-pong-trick-shot,,,,
61,[22888],,,,,,0,,,1532736000,,,"[1458383, 1593253]",1536883200.0,,,,"[1, 3]","[13, 31]",,106287,[68259],,,Nintendo Labo Vehicle Kit Software,,[130],[2],1.0,,,,[156312],,"[25311, 28277, 37419, 81680, 87975, 101573, 105011, 107318, 109339, 119304]",nintendo-labo-vehicle-kit-software,,,,,"[35, 268435469, 268435487]",[35],,,,1564617600,https://www.igdb.com/games/nintendo-labo-vehicle-kit-software,,,,[86318]
62,,,,,,,0,,66656.0,1525305600,,,,,,,,,,,100499,,,,Gunbird 2,,[130],,1.0,,,,[154482],"[214574, 214575, 214576, 214577, 214578, 214579]",,gunbird-2--1,,,,Psikyo is coming back!!,,,,,,1529798400,https://www.igdb.com/games/gunbird-2--1,40150.0,Nintendo Switch Version,,[80486]
63,,,,[21263],,,0,,62708.0,1517270400,,,,1516838400.0,,,,,,,84759,[73273],,,Arcade Archives Kid Niki Radical Ninja,,[130],,1.0,,,,[137439],"[181989, 181990, 181991, 181992, 181993, 181994, 181995, 181996]",,arcade-archives-kid-niki-radical-ninja,,,,Kid Niki Radical Ninja is an action game released in 1986 by IREM. Destroy the enemies in your way and defeat the boss that appears in each stage as you head to the castle to save the captured princess. Enjoy the colourful stages and unique enemies as you battle along and aim for a high score.,,,,,,1547769600,https://www.igdb.com/games/arcade-archives-kid-niki-radical-ninja,,,,
64,[15886],90.0,1.0,,,,0,,44397.0,1509580800,,,,1510876800.0,,,,"[1, 3]","[5, 8, 32, 33]",,75356,"[57033, 57034]",,,RIVE: Ultimate Edtion,,[130],[4],1.0,,,,"[125991, 125992]",,"[10039, 25311, 28029, 29032, 32902, 37026, 68287, 90099, 105269, 114795]",rive-ultimate-edtion,,,,"""Pilot your spider tank as it runs, jumps and shoots its way through hordes of mechanical enemies on land, underwater, in zero gravity and even on a moving train. 
 
RIVE is a modern ode to classic shooters, pumping megapixels at a deliciously smooth 60 frames per second, even in 1080p mode! 
 
- Hack and control your enemies 
- Upgrade your special attacks, armor and loot magnet 
- Quirky story featuring robot butlers, space loot and clean teeth 
- Daily Challenges and infinite Battle Arenas 
- Speedrun and Single-Credit modes 
- Online leaderboards for all modes and missions""","[1, 18, 27, 268435461, 268435464, 268435488, 268435489]","[1, 18, 27]",,90.0,1.0,1515456000,https://www.igdb.com/games/rive-ultimate-edtion,17069.0,Ultimate Edtion,[16618],[61065]
65,,,,[25456],,,3,,78234.0,1565654400,,,[1857306],1567036800.0,,,,"[1, 3]","[5, 33]",,121652,"[82923, 82924, 82925]",[2453],,Psikyo Shooting Stars Bravo,,[130],"[3, 4]",2.337346481468469,5.0,,,"[174176, 174177, 189242]",,"[19164, 22792, 26950, 55038, 105269, 107318, 111187, 113114, 113362, 120268]",psikyo-shooting-stars-bravo,,,,"Samurai Aces Episode I, Samurai Aces Episode II: TENGAI, Samurai Aces Episode III: SENGOKU CANNON, GUNBARICH, GUNBIRD, and GUNBIRD2 unite to form this epic arcade collection! Bring the arcade home by blasting through these shooters vertically in the popular ‘TATE’ mode for the ultimate shoot-em-up experience!","[17, 18, 268435461, 268435489, 536873365]","[17, 18]",,,,1582156800,https://www.igdb.com/games/psikyo-shooting-stars-bravo,,,[29328],
